lat,lon,Z,Name,Organisme,Adresse,Ville,Province,Code_postal,Localisation_de_l_amiante,Source,L__gislation,Cat__gorie,Latitude__y_,Longitude__x_,Code postal,amiante,gislation,gorie
-73.57138,45.502199,0,Location,,1501 Avenue Mcgill,Montréal,Québec,H3A 3M8,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,45.502199,-73.57138,H3A 3M8,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-73.568009,45.501002,0,Location,,800 Boul. René-Lévesque Ouest,Montréal,Québec,H3B 1X9,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,45.501002,-73.568009,H3B 1X9,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-73.571159,45.500262,0,Édifice Sun Life,,1155 Rue Metcalfe,Montréal,Québec,H3B 2V6,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,45.500262,-73.571159,H3B 2V6,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-73.564464,45.498905,0,865 Saint-Antoine W Montréal Qc,,865 Rue Saint-Antoine,Montréal,Québec,H3C 1A6,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,45.498905,-73.564464,H3C 1A6,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-73.561445,45.494844,0,Pari Cnrc Montréal,,355 Rue Peel,Montréal,Québec,H3C 2G9,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,45.494844,-73.561445,H3C 2G9,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-73.565473,45.496315,0,Parcs Canada,,715 Rue Peel,Montréal,Québec,H3C 4H6,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,45.496315,-73.565473,H3C 4H6,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-73.576333,45.496477,0,Édifice Léonce-Lessard,,1420 Rue Saint-Catherine O.,Montréal,Québec,H3G 1R3,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,45.496477,-73.576333,H3G 1R3,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-73.624553,45.5307,0,Pari Cnrc Montréal,,405 Avenue Ogilvy,Montréal,Québec,H3N 1M3,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,45.5307,-73.624553,H3N 1M3,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-73.630664,45.484018,0,Location,,5160 Boul. Décarie,Montréal,Québec,H3X 2H9,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,45.484018,-73.630664,H3X 2H9,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-73.674893,45.487543,0,Mtlr-1,,6100 Avenue Royalmount,Montréal,Québec,H4P 2R2,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,45.487543,-73.674893,H4P 2R2,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-73.5614,45.501075,0,Tour De La Bourse,,800Square Victoria,Montréal,Québec,H4Z 1J2,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,45.501075,-73.5614,H4Z 1J2,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-73.56552,45.500344,0,Place Bonaventure,,800 Rue De La Gauchetière Ouest,Montréal,Québec,H5A 1L6,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,45.500344,-73.56552,H5A 1L6,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-73.554974,45.507008,0,Palais De Justice. Cour D'Appel Du Québec,,100 Rue Notre-Dame Est,Montréal,Québec,H2Y 4B6,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.507008,-73.554974,H2Y 4B6,ND,LSST RSST et CSTC,Services gouv. du provincial
-73.675484,45.543508,0,Établissement De Détention Maison Tanguay,,555 Boulevard Henri-Bourassa Ouest,Montréal,Québec,H3L 1P3,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.543508,-73.675484,H3L 1P3,ND,LSST RSST et CSTC,Services gouv. du provincial
-73.554368,45.513316,0,Bibliothèque Et Archives Nationales,,535 Avenue Viger,Montréal,Québec,H2L 2P3,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.513316,-73.554368,H2L 2P3,ND,LSST RSST et CSTC,Services gouv. du provincial
-73.555762,45.506282,0,Palais De Justice,MJQ,1 Rue Notre-Dame Est,Montréal,Québec,H2Y 1B6,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.506282,-73.555762,H2Y 1B6,ND,LSST RSST et CSTC,Services gouv. du provincial
-73.572282,45.606246,0,Société Québécoise Des Infrastructures,,9000 Boulevard Louis-H. Lafontaine,Montréal,Québec,H1J 2M7,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.606246,-73.572282,H1J 2M7,ND,LSST RSST et CSTC,Services gouv. du provincial
-73.570279,45.511122,0,Directeur De L'État Civil,,3450rue Saint-Urbain,Montréal,Québec,H2X 2N5,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.511122,-73.570279,H2X 2N5,ND,LSST RSST et CSTC,Services gouv. du provincial
-73.601864,45.532602,0,Société Québécoise Des Infrastructures - Stationnement Place D'Youville,,410 Rue de Bellechasse,Montréal,Québec,H2S 1X3,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.532602,-73.601864,H2S 1X3,ND,LSST RSST et CSTC,Services gouv. du provincial
-73.691447,45.546154,0,Justice Québec - Chambre De La Jeunesse,,800 Boulevard Gouin,Montréal,Québec,H3L 1K7,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.546154,-73.691447,H3L 1K7,ND,LSST RSST et CSTC,Services gouv. du provincial
-73.555045,45.52898,0,Palais De Justice,,1701 Rue Parthenais,Montréal,Québec,H2K 3S7,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.52898,-73.555045,H2K 3S7,ND,LSST RSST et CSTC,Services gouv. du provincial
-73.557016,45.500064,0,Ministère Des Transports Et De La Mobilité Durable,,360 Rue McGill,Montréal,Québec,H2Y 2E9,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.500064,-73.557016,H2Y 2E9,ND,LSST RSST et CSTC,Services gouv. du provincial
-73.571882,45.606058,0,Société Québécoise Des Infrastructures Édifice Gérald Godin,,7510 Rue Jarry Est,Montréal,Québec,H1J 1G9,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.606058,-73.571882,H1J 1G9,ND,LSST RSST et CSTC,Services gouv. du provincial
-73.518763,45.644678,0,Société Québécoise Des Infrastructures - Entrepôt,,3675 Boulevard Saint-Jean-Baptiste,Montréal,Québec,H1B 4B2,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.644678,-73.518763,H1B 4B2,ND,LSST RSST et CSTC,Services gouv. du provincial
-73.570267,45.511102,0,Office Québécois De La Langue Française,,125 Rue Sherbrooke,Montréal,Québec,H2X 1X4,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.511102,-73.570267,H2X 1X4,ND,LSST RSST et CSTC,Services gouv. du provincial
-73.640031,45.543443,0,Institut National De Santé Publique Du Québec,,190 Boulevard Crémazie Est,Montréal,Québec,H2P 1E1,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.543443,-73.640031,H2P 1E1,ND,LSST RSST et CSTC,Services gouv. du provincial
-73.640568,45.543785,0,"Ministère De La Santé Et Des Services Sociaux - 
Secrétariat Aux Services Internationaux À L’Enfant",,201 Boulevard Crémazie Est,Montréal,Québec,H2M 1L2,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.543785,-73.640568,H2M 1L2,ND,LSST RSST et CSTC,Services gouv. du provincial
-73.551471,45.527309,0,Sécurité Publique,,1605 Rue Parthenais,Montréal,Québec,H2K 3S1,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.527309,-73.551471,H2K 3S1,ND,LSST RSST et CSTC,Services gouv. du provincial
-73.546102,45.526079,0,Ministère De La Famille,,600 Rue Fullum,Montréal,Québec,H2K 3L6,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.526079,-73.546102,H2K 3L6,ND,LSST RSST et CSTC,Services gouv. du provincial
-73.570991,45.519739,0,Ministère De La Santé Et Des Services Sociaux,,3700 Rue Berri,Montréal,Québec,H2L 4G9,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.519739,-73.570991,H2L 4G9,ND,LSST RSST et CSTC,Services gouv. du provincial
-73.548236,45.527093,0,Propriété. Ancien Bureau De Télé Québec,,1000 Rue Fullum,Montréal,Québec,H2K 3L7,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.527093,-73.548236,H2K 3L7,ND,LSST RSST et CSTC,Services gouv. du provincial
-73.580239,45.508145,0,Hôpital Royal Victoria,,687 des Pins,Montréal,Québec,H3A 1A1,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.508145,-73.580239,H3A 1A1,ND,LSST RSST et CSTC,Services gouv. du provincial
-73.57719,45.462403,0,Services Québec,,1035 Rue Galt,Montréal,Québec,H4G 2R1,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.462403,-73.57719,H4G 2R1,ND,LSST RSST et CSTC,Services gouv. du provincial
-73.57723,45.57525,0,Centre De Réadaptation Marie Enfant,CHU Sainte-Justine,5200 rue Bélanger,Montréal,Québec,H1T 1C9,100%,Demande d'accès à l'information  MSSS  2024,LSST RSST et CSTC*,Établissement de Santé,45.57525,-73.57723,H1T 1C9,100%,LSST RSST et CSTC*,Établissement de Santé
-73.574931,45.575529,0,Centre De Réadaptation Marie Enfant,CHU Sainte-Justine,6800 42e Avenue,Montréal,Québec,H1T 2T2,80%,Demande d'accès à l'information  MSSS  2024,LSST RSST et CSTC,Établissement de Santé,45.575529,-73.574931,H1T 2T2,80%,LSST RSST et CSTC,Établissement de Santé
-73.625998,45.501128,0,Centre Hospitalier Universitaire Sainte-Justine,CHU Sainte-Justine,5757 avenue Decelles,Montréal,Québec,H3S 2C3,100%,Demande d'accès à l'information  MSSS  2024,LSST RSST et CSTC,Établissement de Santé,45.501128,-73.625998,H3S 2C3,100%,LSST RSST et CSTC,Établissement de Santé
-73.624523,45.503484,0,Chu Sainte-Justine,Centre Hospitalier de L'Université de Montréal,3175 chemin de la Côte-Sainte-Catherine,Montréal,Québec,H3T 1C5,100%,Demande d'accès à l'information  MSSS  2024,LSST RSST et CSTC,Établissement de Santé,45.503484,-73.624523,H3T 1C5,100%,LSST RSST et CSTC,Établissement de Santé
-73.555866,45.511912,0,Bureaux Administratifs - 1001 Rue Saint-Denis,Centre Hospitalier de L'Université de Montréal,1001 rue Saint-Denis,Montréal,Québec,H2X 3H9,100%,Demande d'accès à l'information  MSSS  2024,LSST RSST et CSTC*,Établissement de Santé,45.511912,-73.555866,H2X 3H9,100%,LSST RSST et CSTC*,Établissement de Santé
-73.57806,45.513891,0,Hôtel-Dieu Du Centre Hospitalier De L'Université De Montréal,Centre Hospitalier de L'Université de Montréal,3830 rue Saint-Urbain,Montréal,Québec,H2W 1T7,100%,Demande d'accès à l'information  MSSS  2024,LSST RSST et CSTC,Établissement de Santé,45.513891,-73.57806,H2W 1T7,100%,LSST RSST et CSTC,Établissement de Santé
-73.578024,45.514428,0,Hôtel-Dieu Du Centre Hospitalier De L'Université De Montréal,Centre Hospitalier de L'Université de Montréal,3840 rue Saint-Urbain,Montréal,Québec,H2W 1T8,100%,Demande d'accès à l'information  MSSS  2024,LSST RSST et CSTC,Établissement de Santé,45.514428,-73.578024,H2W 1T8,100%,LSST RSST et CSTC,Établissement de Santé
-73.559074,45.511286,0,Pavillon Edouard-Asselin,Centre Miriam,264 boulevard René-Lévesque Est,Montréal,Québec,H2X 1P1,100%,Demande d'accès à l'information  MSSS  2024,LSST RSST et CSTC,Établissement de Santé,45.511286,-73.559074,H2X 1P1,100%,LSST RSST et CSTC,Établissement de Santé
-73.630828,45.507015,0,Centre D'Hébergement Father Dowd,CIUSSS du Centre-Ouest-de-L'Île-de-Montréal,6565 chemin Hudson,Montréal,Québec,H3S 2T7,100%,Demande d'accès à l'information  MSSS  2024,LSST RSST et CSTC,Établissement de Santé,45.507015,-73.630828,H3S 2T7,100%,LSST RSST et CSTC,Établissement de Santé
-73.645736,45.47182,0,Centre D'Hébergement Henri-Bradet,CIUSSS du Centre-Ouest-de-L'Île-de-Montréal,5425 avenue Bessborough,Montréal,Québec,H4V 2S7,100%,Demande d'accès à l'information  MSSS  2024,LSST RSST et CSTC,Établissement de Santé,45.47182,-73.645736,H4V 2S7,100%,LSST RSST et CSTC,Établissement de Santé
-73.628522,45.463269,0,Centre D'Hébergement Saint-Andrew,CIUSSS du Centre-Ouest-de-L'Île-de-Montréal,3350 boulevard Cavendish,Montréal,Québec,H4B 2M7,50%,Demande d'accès à l'information  MSSS  2024,LSST RSST et CSTC,Établissement de Santé,45.463269,-73.628522,H4B 2M7,50%,LSST RSST et CSTC,Établissement de Santé
-73.633892,45.492978,0,CHSLD Hope,CHSLD Juif de Montréal,5725 avenue Victoria,Montréal,Québec,H3W 3H6,50%,Demande d'accès à l'information  MSSS  2024,LSST RSST et CSTC,Établissement de Santé,45.492978,-73.633892,H3W 3H6,50%,LSST RSST et CSTC,Établissement de Santé
-73.632549,45.494167,0,CHSLD Hope,Centre de Réadaptation Lethbridge-Layton-Mackay,5750 rue Lavoie,Montréal,Québec,H3W 3H5,50%,Demande d'accès à l'information  MSSS  2024,LSST RSST et CSTC,Établissement de Santé,45.494167,-73.632549,H3W 3H5,50%,LSST RSST et CSTC,Établissement de Santé
-73.633706,45.458372,0,Crdp Constance-Lethbridge,Centre de Réadaptation Lethbridge-Layton-Mackay,7005 boulevard De Maisonneuve Ouest,Montréal,Québec,H4B 1T3,100%,Demande d'accès à l'information  MSSS  2024,LSST RSST et CSTC,Établissement de Santé,45.458372,-73.633706,H4B 1T3,100%,LSST RSST et CSTC,Établissement de Santé
-73.634847,45.458631,0,Crdp Mab,Centre de Réadaptation Lethbridge-Layton-Mackay,6980 rue Sherbrooke Ouest,Montréal,Québec,H4B 1R2,100%,Demande d'accès à l'information  MSSS  2024,LSST RSST et CSTC,Établissement de Santé,45.458631,-73.634847,H4B 1R2,100%,LSST RSST et CSTC,Établissement de Santé
-73.635743,45.459141,0,Crdp Mab,Centre de Réadaptation Lethbridge-Layton-Mackay,7010 rue Sherbrooke Ouest,Montréal,Québec,H4B 1R2,100%,Demande d'accès à l'information  MSSS  2024,LSST RSST et CSTC,Établissement de Santé,45.459141,-73.635743,H4B 1R2,100%,LSST RSST et CSTC,Établissement de Santé
-73.611586,45.475006,0,Crdp Mackay,CIUSSS du Centre-Ouest-de-L'Île-de-Montréal,3500 boulevard Décarie,Montréal,Québec,H4A 3J5,100%,Demande d'accès à l'information  MSSS  2024,LSST RSST et CSTC,Établissement de Santé,45.475006,-73.611586,H4A 3J5,100%,LSST RSST et CSTC,Établissement de Santé
-73.635618,45.464104,0,Hôpital Catherine Booth,L'Hôpital Général Juif Sir Mortimer B. Davis,4375 avenue Montclair,Montréal,Québec,H4B 2J5,100%,Demande d'accès à l'information  MSSS  2024,LSST RSST et CSTC,Établissement de Santé,45.464104,-73.635618,H4B 2J5,100%,LSST RSST et CSTC,Établissement de Santé
-73.62951,45.497771,0,Hôpital Général Juif,L'Hôpital Général Juif Sir Mortimer B. Davis,3755 chemin de la Côte-Sainte-Catherine,Montréal,Québec,H3T 1E2,100%,Demande d'accès à l'information  MSSS  2024,LSST RSST et CSTC,Établissement de Santé,45.497771,-73.62951,H3T 1E2,100%,LSST RSST et CSTC,Établissement de Santé
-73.629019,45.499036,0,Hôpital Général Juif,L'Hôpital Général Juif Sir Mortimer B. Davis,5770 Cote des Neiges,Montréal,Québec,H3S 1Y9,100%,Demande d'accès à l'information  MSSS  2024,LSST RSST et CSTC,Établissement de Santé,45.499036,-73.629019,H3S 1Y9,100%,LSST RSST et CSTC,Établissement de Santé
-73.629632,45.499313,0,Hôpital Général Juif,L'Hôpital Général Juif Sir Mortimer B. Davis,5800 Cote des Neiges,Montréal,Québec,H3S 1Y9,100%,Demande d'accès à l'information  MSSS  2024,LSST RSST et CSTC,Établissement de Santé,45.499313,-73.629632,H3S 1Y9,100%,LSST RSST et CSTC,Établissement de Santé
-73.630481,45.496156,0,Hôpital Général Juif,Hôpital Mont Sinaï,4333 chemin de la Côte-Sainte-Catherine,Montréal,Québec,H3T 1E4,100%,Demande d'accès à l'information  MSSS  2024,LSST RSST et CSTC,Établissement de Santé,45.496156,-73.630481,H3T 1E4,100%,LSST RSST et CSTC,Établissement de Santé
-73.631807,45.49432,0,L'Hôpital Général Juif - Maison Cohen,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,4615 ch de la Cote Sainte-Catherine,Montréal,Québec,H3W 1M1,100%,Demande d'accès à l'information  MSSS  2024,LSST RSST et CSTC,Établissement de Santé,45.49432,-73.631807,H3W 1M1,100%,LSST RSST et CSTC,Établissement de Santé
-73.53632,45.589467,0,Buanderie Centrale De Montréal,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,7250 rue Joseph-Daoust,Montréal,Québec,H1N 3N9,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC*,Établissement de Santé,45.589467,-73.53632,H1N 3N9,100%,LSST RSST et CSTC*,Établissement de Santé
-73.543769,45.55035,0,Centre Act. De Jour Di Et Tsa Jeanne-D'Arc,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,2103 avenue Jeanne-d'Arc,Montréal,Québec,H1W 3V6,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.55035,-73.543769,H1W 3V6,100%,LSST RSST et CSTC,Établissement de Santé
-73.627384,45.490749,0,Centre D'Hébergement Alfred-Desrochers,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,5325 avenue Victoria,Montréal,Québec,H3W 2P2,80%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.490749,-73.627384,H3W 2P2,80%,LSST RSST et CSTC,Établissement de Santé
-73.563471,45.535785,0,Centre D'Hébergement Armand-Lavergne,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,3500 rue Chapleau,Montréal,Québec,H2K 4N3,80%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.535785,-73.563471,H2K 4N3,80%,LSST RSST et CSTC,Établissement de Santé
-73.58686,45.439092,0,Centre D'Hébergement Champlain,Groupe Champlain Inc. - Asss06,1325 rue Crawford,Montréal,Québec,H4H 2N6,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.439092,-73.58686,H4H 2N6,100%,LSST RSST et CSTC,Établissement de Santé
-73.60374,45.61622,0,Centre D'Hébergement Champlain - Marie-Victorin,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,7150 rue Marie-Victorin,Montréal,Québec,H1G 2J5,80%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.61622,-73.60374,H1G 2J5,80%,LSST RSST et CSTC,Établissement de Santé
-73.593533,45.469508,0,Centre D'Hébergement De Saint-Henri,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,5205 rue Notre-Dame Ouest,Montréal,Québec,H4C 3L2,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.469508,-73.593533,H4C 3L2,100%,LSST RSST et CSTC,Établissement de Santé
